,0,1,2,3
148,3.295,2.723,1.238,4.055
149,3.752,2.874,1.736,4.646
150,3.158,3.254,3.45,9.284
151,5.295,5.682,3.454,8.315
152,5.042,3.955,2.35,6.439
153,3.205,2.899,2.757,6.096
154,4.721,3.898,2.477,7.386
155,3.379,4.368,2.149,6.95
156,4.779,2.58,2.859,9.497
157,3.956,3.677,2.784,9.497
158,4.773,2.739,2.809,6.704
159,3.412,3.538,2.704,7.568
160,3.9,3.835,2.295,8.086
161,4.876,3.342,2.803,8.648
162,3.571,3.172,2.619,10.231
163,4.385,2.156,3.406,7.596
164,3.3,4.905,2.171,7.215
165,2.687,3.607,4.702,8.247
166,3.606,3.438,2.669,8.417
167,3.831,3.598,2.976,7.71
168,3.585,4.426,2.657,7.736
169,2.784,4.08,3.847,9.556
170,4.763,5.344,3.31,8.439
171,4.191,4.104,3.681,8.887
172,3.652,4.697,3.207,8.229
173,2.842,4.008,4.059,6.244
174,4.902,4.301,3.25,8.702
175,3.646,3.166,3.25,7.424
176,4.64,3.101,1.768,8.1
177,5.153,4.924,3.593,7.164
178,3.424,4.651,2.676,7.29
179,4.655,4.935,3.525,9.308
180,5.877,2.443,3.685,8.17
181,2.529,4.802,3.013,7.792
182,5.137,3.243,2.427,9.003
183,4.89,3.395,2.773,7.516
184,5.073,4.44,4.108,8.23
185,3.618,3.805,1.982,7.956
186,4.648,4.146,2.944,7.457
187,4.462,5.069,2.401,7.919
188,2.603,3.768,3.448,7.64
189,4.118,4.554,2.562,7.962
190,4.374,4.36,2.42,8.178
191,2.925,3.689,3.474,8.082
192,5.641,2.948,4.405,7.547
193,3.465,4.502,2.584,7.73
194,4.536,4.314,3.725,7.197
195,5.235,3.803,3.112,8.541
196,5.23,4.864,2.765,7.559
197,1.456,2.946,2.879,7.605
198,4.719,5.285,3.648,7.691
199,4.477,4.496,2.807,7.847
200,6.027,2.415,0.957,3.864
201,6.74,1.318,1.577,2.567
202,6.919,1.484,1.039,2.399
203,5.87,-0.007,1.965,2.913
204,6.027,1.858,1.285,1.809
205,6.438,-0.837,-0.33,2.828
206,5.166,0.037,1.068,2.813
207,5.183,0.947,1.33,2.169
208,5.666,1.541,1.255,2.388
209,4.86,1.215,1.874,2.842
210,6.637,2.545,2.657,0.884
211,5.218,1.545,3.796,2.872
212,6.516,2.265,2.488,1.193
213,6.292,3.506,3.898,0.435
214,5.715,1.539,2.311,2.342
215,5.786,1.829,3.828,1.365
216,6.483,1.813,2.692,2.029
217,6.784,3.37,3.055,2.103
218,5.309,1.579,3.433,3.505
219,5.877,3.481,3.232,1.769
220,5.691,2.378,1.547,0.37
221,5.312,4.287,1.591,0.949
222,5.36,3.786,2.941,-0.38
223,6.296,1.721,0.204,-0.444
224,6.357,3.216,2.455,-0.026
225,6.09,2.912,2.374,0.908
226,6.82,2.811,1.765,1.715
227,5.839,3.259,2.656,0.44
228,6.927,3.558,2.039,1.21
229,5.508,3.679,1.495,1.834
230,3.451,2.008,2.855,4.528
231,4.774,2.399,2.226,4.587
232,4.051,3.3,1.599,5.398
233,4.085,1.642,1.389,5.079
234,3.176,2.395,0.624,4.645
235,3.34,2.973,1.281,3.659
236,3.936,3.896,1.732,4.438
237,3.336,4.604,2.472,5.185
238,2.889,3.51,1.47,4.233
239,5.565,2.072,1.728,4.281
240,2.788,2.504,1.217,4.582
241,4.25,3.799,1.461,5.295
242,3.46,3.179,2.771,6.192
243,3.915,3.217,2.959,4.281
244,5.109,3.528,1.166,5.067
245,4.697,1.568,1.976,4.759
246,4.807,3.233,1.846,4.277
247,3.756,2.1,2.37,6.672
248,4.161,3.923,1.631,4.104
249,3.515,3.555,2.422,5.111
250,3.175,4.456,3.476,7.277
251,4.893,5.553,2.648,8.638
252,2.905,5.095,2.278,6.344
253,4.186,5.654,2.971,8.205
254,5.066,3.842,2.776,8.199
255,4.247,4.333,4.706,7.273
256,3.577,2.76,3.322,7.285
257,4.861,4.27,3.246,9.881
258,3.578,4.336,2.311,8.071
259,2.914,3.593,3.114,7.567
260,3.156,4.894,2.527,6.844
261,3.635,3.354,2.575,8.368
262,3.36,4.754,2.779,8.475
263,4.163,4.945,2.416,7.498
264,3.388,4.487,3.431,6.793
265,3.836,4.258,2.112,8.728
266,5.289,4.052,3.141,8.403
267,4.902,4.695,3.605,7.637
268,2.75,2.626,3.355,7.74
269,3.143,3.965,4.491,9.634
270,4.559,3.064,3.731,8.19
271,3.71,4.022,2.8,8.196
272,3.03,3.763,3.859,7.758
273,3.948,4.043,3.067,7.911
274,3.662,2.58,2.216,6.548
275,4.063,3.845,2.857,7.119
276,3.372,3.594,3.14,5.789
277,4.547,4.134,2.894,6.122
278,2.985,4.257,1.766,8.826
279,4.676,3.474,1.838,7.869
280,4.126,4.563,3.184,9.728
281,4.214,3.73,2.747,7.98
282,4.805,3.944,4.409,8.037
283,2.373,5.636,3.968,6.731
284,5.162,5.399,2.537,8.304
285,3.863,4.446,4.003,7.207
286,2.882,4.751,2.919,7.562
287,4.223,2.661,2.754,8.177
288,3.843,3.598,3.881,7.556
289,4.265,4.332,2.268,8.691
290,4.159,5.36,2.079,9.659
291,3.894,3.725,4.391,8.25
292,5,3.561,2.133,6.43
293,5.071,4.65,3.016,6.323
294,3.702,4.077,3.317,9.024
295,4.187,4.882,2.732,8.169
296,4.469,3.638,3.715,8.342
297,4.267,2.653,4.053,8.691
298,5.007,4.171,2.966,8.073
299,4.503,3.365,3.467,7.706
300,6.061,-0.512,0.805,3.902
301,5.442,2.393,0.962,3.298
302,6.115,1.097,0.717,2.638
303,6.328,1.978,1.435,2.978
304,6.054,0.937,1.625,2.587
305,7.048,1.747,0.722,2.636
306,6.35,2.106,0.619,2.147
307,6.661,0.522,0.763,1.914
308,4.771,0.053,1.262,3.422
309,6.237,1.196,2.097,2.434
310,5.49,3.596,1.972,1.765
311,6.383,4.166,3.397,2.57
312,5.891,2.886,3.442,2.748
313,7.245,4.373,2.511,1.115
314,5.529,3.627,2.991,0.97
315,6.185,1.794,4.319,2.335
316,5.069,3.358,3.894,1.611
317,6.187,4.332,2.962,1.832
318,6.216,4.156,3.096,2.213
319,6.683,3.464,3.15,2.616
320,5.169,3.197,1.274,2.276
321,6.039,1.847,1.334,0.674
322,6.239,4.004,2.626,1.788
323,6.503,1.518,1.295,0.897
324,4.837,3.275,2.174,0.133
325,8.033,3.288,1.18,0.603
326,5.731,3.932,0.845,-0.117
327,5.359,2.792,1.725,1.204
328,5.497,2.375,2.273,-0.147
329,7.274,3.185,3.233,0.628
330,4.926,1.944,0.18,5.865
331,4.588,2.419,2.645,4.52
332,3.467,2.174,1.564,4.371
333,5.298,2.541,2.99,4.968
334,3.873,3.256,2.219,4.701
335,4.02,1.867,2.993,4.605
336,4.853,2.539,1.671,3.723
337,3.846,1.409,3.124,4.303
338,4.643,1.938,2.892,6.414
339,3.907,2.428,1.523,4.493
340,3.962,2.863,1.26,5.995
341,4.018,3.727,0.75,5.292
342,5.492,2.716,2.267,5.391
343,3.952,1.609,3.021,4.081
344,3.061,3.905,2.543,4.841
345,3.049,3.555,1.157,6.304
346,4.157,3.605,2.283,3.623
347,2.461,3.605,1.07,6.024
348,3.115,1.879,2.403,4.615
349,3.122,1.767,2.385,5.045
350,4.44,4.031,2.626,7.206
351,4.821,5.4,2.297,7.362
352,3.965,3.927,1.745,6.19
353,4.038,4.089,2.681,9.012
354,4.157,3.676,1.928,6.776
355,4.588,5.165,1.667,7.971
356,5.122,2.788,3.779,8.307
357,4.261,3.996,1.746,7.509
358,4.22,3.863,3.892,8.391
359,4.679,5.241,2.599,7.053
360,4.307,4.614,2.098,7.338
361,4.211,3.449,3.683,7.501
362,4.114,5.891,3.795,8.718
363,4.616,3.084,3.773,8.739
364,3.663,4.556,3.691,7.264
365,4.642,5.229,3.565,8.657
366,5.545,2.58,2.08,8.243
367,2.988,3.955,4.264,8.266
368,4.292,4.297,2.65,8.985
369,3.587,4.94,3.422,7.297
370,4.131,3.413,2.1,7.89
371,4.493,3.976,2.541,8.509
372,3.223,4.991,3.248,8.519
373,2.765,3.427,1.435,8.88
374,2.747,4.032,4.027,7.541
375,4.246,3.557,4.44,9.828
376,5.227,4.573,2.93,8.512
377,4.341,2.844,2.344,9.757
378,3.956,4.154,2.107,7.784
379,3.795,4.056,4.412,7.059
380,3.52,4.43,3.077,7.031
381,5.684,3.537,3.156,8.597
382,3.378,4.166,4.066,6.495
383,4.293,3.839,4.359,8.088
384,4.491,3.531,3.2,7.408
385,2.677,2.726,1.714,9.052
386,4.21,4.2,1.869,7.746
387,4.348,4.127,3.04,8.986
388,2.87,3.625,3.222,8.337
389,4.161,6.414,2.955,6.835
390,3.944,3.422,2.908,6.507
391,4.135,3.048,1.722,6.334
392,3.67,3.473,3.932,7.868
393,4.654,5.778,1.527,8.035
394,2.321,2.788,3.804,6.989
395,5.07,3.926,3.905,7.522
396,3.625,4.14,2.596,9.099
397,5.171,5.161,3.071,8.776
398,4.021,3.503,4.174,8.339
399,4.434,4.116,2.885,7.626
400,5.045,0.084,-0.184,1.213
401,6.157,0.921,1.215,4.088
402,5.621,1.733,1.858,2.908
403,7.104,0.357,2.274,3.488
404,4.662,1.044,1.768,5.3
405,5.183,1.232,-0.616,3.624
406,5.028,1.336,2.183,3.943
407,6.222,1.665,1.974,2.064
408,6.043,0.772,0.898,2.247
409,5.983,1.742,1.155,2.477
410,5.049,3.127,2.52,1.405
411,6.681,2.264,3.994,3.346
412,4.859,2.007,1.856,1.409
413,6.137,2.226,3.295,1.508
414,5.272,4.708,3.869,2.615
415,5.981,2.541,2,2.946
416,5.507,2.11,2.608,2.868
417,7.518,3.095,2.551,2.473
418,6.152,2.883,2.795,3.923
419,6.658,3.676,3.195,1.201
420,6.448,3.118,-0.267,1.906
421,4.029,3.091,2.065,0.567
422,6.651,4.146,2.235,2.119
423,5.566,2.607,2.486,0.688
424,5.862,3.981,2.108,0.593
425,6.026,2.44,2.204,2.183
426,5.39,4.153,1.844,1.964
427,5.526,2.442,2.401,1.484
428,5.573,3.483,2.104,0.647
429,4.403,2.031,1.491,2.905
430,3.467,4.23,2.499,5.332
431,4.423,3.714,2.56,4.54
432,5.254,3.186,1.093,4.749
433,4.372,4.213,2.916,5.357
434,3.108,3.147,0.801,4.247
435,5.609,2.875,2.136,5.856
436,4.807,4.008,2.65,4.663
437,4.301,2.664,2.887,5.349
438,4.128,3.293,0.928,5.273
439,3.6,2.474,0.584,4.667
440,4.504,2.783,1.72,3.924
441,5.329,2.699,2.951,4.569
442,3.861,2.846,2.463,5.053
443,4.09,2.473,1.491,3.974
444,4.319,4.439,2.357,5.496
445,3.649,3.206,2.018,5.701
446,5.288,3.182,3.025,3.483
447,3.805,2.925,1.954,5.044
448,4.094,1.914,2.109,5.162
449,3.686,3.15,2.402,4.838
450,3.226,3.289,3.483,7.989
451,3.363,4.074,1.736,7.479
452,4.756,4.767,3.578,8.399
453,3.323,4.408,2.667,8.002
454,5.403,3.676,4.262,8.923
455,3.589,4.392,4.361,7.775
456,5.814,5.086,2.759,7.909
457,3.896,3.99,3.058,8.9
458,5.547,3.684,3.13,7.431
459,2.597,2.83,2.524,7.6
460,5.438,3.764,3.453,9.415
461,3.413,4.211,4.417,8.404
462,3.353,4.328,1.297,7.988
463,4.666,4.984,2.389,8.306
464,4.333,2.828,3.352,9.016
465,3.99,3.943,1.51,8.563
466,3.134,3.355,3.869,8.741
467,4.156,4.035,2.989,6.488
468,3.507,5.672,3.659,7.072
469,4.28,3.694,2.453,7.55
470,2.61,3.457,4.048,8.363
471,5.312,3.672,4.498,8.41
472,4.25,3.733,2.041,8.642
473,3.053,4.631,3.771,8.328
474,3.186,4.337,3.149,8.988
475,4.095,4.36,3.537,7.916
476,2.825,3.992,4.939,7.77
477,2.864,4.265,2.73,7.925
478,2.971,4.922,1.73,8.311
479,3.972,2.258,2.429,7.493
480,3.234,4.651,2.201,7.263
481,3.944,4.08,2.043,7.139
482,4.328,5.059,2.389,8.744
483,4.03,3.796,3.716,10.006
484,5.957,3.133,3.79,7.041
485,5.791,2.277,3.96,8.155
486,3.64,4.336,2.743,8.473
487,5.2,3.335,4.571,6.807
488,3.014,3.823,3.399,8.155
489,3.644,4.915,2.771,8.156
490,2.787,3.482,3.924,8.247
491,2.752,3.817,2.178,8.457
492,3.982,3.542,2.671,8.154
493,3.543,3.838,2.936,8.064
494,5.51,3.202,2.629,8.711
495,4.154,4.988,2.327,8.955
496,4.126,4.588,2.727,9.133
497,2.521,2.317,4.44,7.998
498,4.074,4.183,2.89,8.555
499,3.317,4,2.764,8.146
500,6.25,0.568,1.005,3.533
501,6.754,-0.583,-0.709,3.432
502,4.754,2.462,1.32,3.101
503,7.352,0.43,2.091,2.022
504,5.749,0.113,2.15,2.006
505,6.156,0.041,-0.513,3.304
506,5.717,0.96,0.414,2.87
507,7.3,1.304,1.234,4.093
508,7.512,2.086,2.182,1.971
509,9.171,0.977,1.001,2.638
510,5.81,2.383,2.833,2.901
511,6.425,3.436,3.825,1.302
512,6.782,1.854,2.352,1.166
513,6.165,4.251,2.751,1.714
514,6.537,2.332,2.456,1.251
515,6.006,2.436,2.89,3.495
516,6.3,3.189,3.852,2.664
517,6.367,2.825,2.018,1.078
518,6.664,1.894,2.346,3.836
519,5.478,4.101,3.122,2.04
520,6.091,3.597,2.592,1.501
521,6.033,3.513,1.649,0.473
522,6.399,3.128,1.687,0.083
523,6.652,2.399,2.356,0.73
524,6.715,2.368,1.656,1.025
525,5.857,3.08,1.662,-0.098
526,5.817,4.409,1.918,0.891
527,5.096,2.216,2.655,1.23
528,4.353,2.961,2.011,1.473
529,7.353,2.174,0.995,1.559
530,3.11,2.389,1.917,5.465
531,4.446,3.194,1.863,5.135
532,5.565,2.824,0.869,6.237
533,3.511,1.667,2.083,5.055
534,4.359,2.97,1.773,3.996
535,3.586,4.07,1.995,4.653
536,3.868,1.645,1.772,3.955
537,4.125,2.965,1.707,5.1
538,5.211,2.27,1.697,3.817
539,4.872,4.167,2.449,5.178
540,5.948,2.41,2.6,7.07
541,4.149,3.131,2.114,7.233
542,3.43,2.166,0.958,5.029
543,4.143,4.338,2.289,3.992
544,3.824,3.52,0.663,4.267
545,3.234,3.644,1.909,5.073
546,3.844,2.708,2.401,5.345
547,3.858,2.205,1.866,4.736
548,1.325,3.225,2.175,5.761
549,4.588,1.778,1.864,5.081
550,2.922,3.231,2.574,7.912
551,3.995,4.23,3.727,8.321
552,3.215,3.88,2.089,7.328
553,3.628,2.703,2.236,8.912
554,5.542,2.206,2.81,7.804
555,2.727,4.404,1.992,7.339
556,5.87,5.025,3.06,6.207
557,4.559,4.686,3.404,7.838
558,3.902,3.299,3.189,7.779
559,4.648,4.134,2.193,7.085
560,3.521,3.45,2.754,8.87
561,3.412,3.996,3.223,8.478
562,4.303,3.73,3.112,8.222
563,3.89,4.335,1.921,7.985
564,4.29,3.039,2.853,6.882
565,4.702,4.104,2.391,7.54
566,4.122,3.486,2.811,7.406
567,3.647,2.736,3.011,6.825
568,2.486,4.129,1.808,9.319
569,4.363,3.73,3.121,7.073
570,6.223,4.361,2.002,7.342
571,3.222,4.05,2.554,7.429
572,4.539,4.277,1.968,8.965
573,4.405,4.543,2.242,8.475
574,5.21,5.005,2.983,7.927
575,3.87,3.446,2.016,8.251
576,3.798,4.34,1.644,7.898
577,4.98,3.701,3.791,7.233
578,2.491,4.198,2.966,8.196
579,3.244,4.287,3.608,9.815
580,3.338,3.586,2.689,7.935
581,3.132,3.163,4.009,9.339
582,3.547,4.056,4.214,7.914
583,4.963,3.172,1.971,7.554
584,3.524,4.001,3.136,7.574
585,4.103,4.353,1.297,8.627
586,4.342,4.227,3.92,8.841
587,4.454,4.13,3.172,9.658
588,3.655,4.273,2.414,7.984
589,4.084,4.507,3.174,8.093
590,4.689,4.015,1.909,8.099
591,4.116,5.397,1.563,9.001
592,4.98,4.028,4.158,7.782
593,4.292,3.147,3.246,8.074
594,4.947,3.296,2.893,7.852
595,3.361,3.566,2.725,7.344
596,4.888,4.764,2.248,6.829
597,4.63,4.273,3.999,7.545
598,4.616,4.266,2.212,6.95
599,4.783,4.688,2.525,8.521
600,5.647,1.06,1.5,3.097
601,6.248,0.664,1.891,3.174
602,5.536,1.455,1.423,3.864
603,6.397,1.034,0.262,3.547
604,6.527,1.8,1.536,2.981
605,5.696,1.612,1.167,3.886
606,5.783,1.333,1.529,2.49
607,5.695,0.009,1.353,3.195
608,6.773,1.071,0.421,3.24
609,4.026,1.044,-0.182,3.131
610,5.578,4.61,2.59,1.815
611,5.477,1.431,1.637,2.973
612,6.392,4.05,2.511,-0.628
613,6.646,2.545,2.756,3.204
614,7.306,2.097,2.348,2.602
615,4.854,2.431,2.741,1.334
616,5.482,2.688,3.677,2.034
617,5.205,4.232,3.729,3.247
618,7.014,2.361,3.876,2.974
619,4.505,3.384,2.203,1.178
620,6.898,2.333,1.907,0.668
621,7.221,2.836,2.886,0.79
622,6.201,3.468,3.918,0.053
623,4.813,3.695,1.663,0.928
624,5.983,2.758,1.553,1.453
625,6.45,3.031,2.774,0.943
626,6.066,3.035,0.831,2.203
627,6.981,4.572,1.886,1.58
628,5.014,2.316,1.04,0.863
629,5.147,1.411,2.583,1.74
630,3.021,4.171,2.22,3.953
631,3.562,3.286,3.391,3.686
632,3.467,2.76,2.982,5.912
633,2.717,2.134,3.212,5.125
634,5.699,2.07,0.481,5.929
635,4.15,3.155,1.961,4.837
636,3.745,2.499,1.664,5.676
637,3.788,3.68,1.096,4.917
638,2.571,3.337,3.149,3.636
639,3.643,2.669,1.123,4.929
640,4.591,3.205,2.306,5.01
641,4.58,3.467,1.178,4.614
642,3.83,3.025,1.981,5.719
643,4.101,1.94,2.694,5.507
644,4.816,1.474,2.287,5.468
645,3.272,3.123,2.25,3.612
646,3.241,2.31,1.893,3.938
647,3.888,2.964,3.055,3.116
648,2.625,1.91,1.417,4.699
649,3.594,3.711,3.621,5.812
650,3.872,4.385,4.343,8.888
651,2.814,3.989,2.687,7.604
652,3.018,2.967,2.689,5.868
653,4.12,4.39,3.179,6.665
654,4.636,4.946,3.586,7.486
655,3.833,4.346,3.368,9.461
656,3.904,2.565,2.774,7.192
657,3.077,3.948,3.415,6.632
658,4.55,3.354,2.772,8.189
659,3.81,3.52,3.587,8.452
660,3.131,3.658,3.992,8.083
661,5.786,4.088,1.853,7.9
662,3.456,4.549,2.645,7.588
663,4.449,4.172,2.171,7.871
664,3.126,3.958,1.935,6.86
665,4.999,4.328,3.903,7.583
666,3.511,4.121,1.866,7.352
667,3.633,3.302,3.107,7.057
668,4.697,4.126,2.401,7.037
669,3.825,3.315,2.483,7.015
670,2.478,4.212,3.78,8.769
671,3.553,4.184,2.848,7.687
672,3.91,3.781,2.415,7.81
673,4.023,3.724,3.796,8.188
674,3.674,3.002,2.398,8.175
675,4.211,3.273,3.654,7.135
676,5.877,2.922,3.281,8.843
677,4.3,4.214,2.905,7.759
678,3.562,2.826,2.972,7.757
679,5.919,5.689,3.354,9.177
680,4.655,4.661,3.844,8.611
681,3.921,3.163,2.574,7.404
682,3.805,4.198,2.009,6.402
683,5.217,3.649,2.956,8.959
684,3.802,4.067,2.981,8.344
685,4.404,3.881,2.92,8.311
686,4.426,4.07,2.886,8.91
687,3.336,2.591,3.554,7.263
688,3.987,3.15,2.408,7.317
689,4.67,3.428,2.179,7.809
690,4.713,5.04,1.314,9.063
691,3.48,4.717,3.219,7.235
692,4.529,4.484,2.624,7.772
693,5.104,3.801,3.532,8.148
694,3.954,5.148,2.301,8.453
695,4.288,3.34,1.872,7.613
696,3.973,4.467,3.094,9.531
697,4.886,3.849,1.973,7.071
698,2.361,3.594,2.957,8.731
699,3.53,3.903,3.588,7.358
700,5.607,2.735,0.945,0.305
701,4.856,2.448,0.936,0.16
702,6.748,2.581,0.189,0.155
703,4.989,4.138,1.846,0.714
704,4.686,4.132,0.869,1.089
705,6.036,2.303,3.495,1.666
706,6.918,2.626,0.895,0.58
707,6.416,3.409,1.031,-0.548
708,5.688,0.9,1.49,1.773
709,7.488,2.958,2.535,0.597
710,6.103,2.816,2.12,-0.755
711,5.256,2.878,2.167,2.001
712,6.305,2.185,1.351,1.751
713,5.682,3.06,1.813,1.74
714,6.988,2.472,1.95,0.313
715,5.788,4.64,2.161,0.501
716,6.564,2.673,2.903,1.267
717,6.571,1.887,3.12,0.746
718,6.558,3.408,1.039,0.594
719,5.852,2.694,2.954,1.061
720,3.755,2.385,2.063,4.151
721,3.863,2.438,2.928,2.982
722,4.413,4.402,2.616,3.891
723,4.225,2.697,3.643,5.385
724,4.553,2.744,3.001,5.606
725,3.676,2.04,2.353,3.97
726,4.306,3.817,1.864,4.379
727,2.948,3.842,1.775,5.067
728,4.014,2.564,2.648,6.097
729,3.831,3.856,2.008,4.952
730,3.859,2.997,1.929,5.167
731,3.536,4.469,1.897,6.792
732,3.756,3.722,0.599,6.083
733,2.623,2.414,1.298,5.1
734,2.937,2.577,2.216,4.972
735,3.517,2.51,2.294,5.255
736,4.042,3.475,1.032,4.211
737,4.448,3.089,2.637,5.695
738,3.761,3.037,0.667,4.424
739,4.711,3.398,1.371,5.949
740,4.383,2.228,0.774,4.996
741,3.554,4.135,1.395,5.036
742,3.586,1.649,1.102,4.076
743,4.82,3.546,2.489,5.558
744,3.277,3.056,2.045,4.677
745,3.624,4.439,0.282,5.27
746,4.442,2.453,1.627,5.65
747,3.623,3.781,3.1,3.056
748,3.135,3.112,1.313,6.178
749,3.746,3.485,2.3,4.061
750,5.799,0.889,0.069,3.494
751,7.031,1.41,1.314,2.795
752,6.81,0.805,1.167,4.114
753,6.949,3.535,-0.067,2.517
754,6.944,2.959,-0.147,3.241
755,5.321,2.188,0.102,3.332
756,8.025,1.014,1.607,2.923
757,6.507,0.745,0.288,2.042
758,5.495,0.831,3.246,3.38
759,6.255,1.589,0.694,2.396
760,6.836,0.957,1.258,2.586
761,6.67,2.69,3.037,4.019
762,6.094,0.899,0.677,3.771
763,5.548,-0.273,0.497,3.165
764,5.953,0.395,1.27,2.496
765,5.498,0.287,0.896,1.728
766,5.219,0.388,1.107,3.793
767,4.412,0.774,0.962,2.874
768,5.644,1.116,1.391,3.288
769,5.821,-0.694,-0.709,2.797
770,5.773,0.143,-0.088,3.909
771,5.988,0.805,1.132,2.375
772,5.81,0.088,1.273,3.756
773,6.33,2.028,0.313,2.889
774,5.72,2.492,1.086,2.877
